PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	BAKER, CT; DZIELINSKI, BP				BAKER, CT; DZIELINSKI, BP			SIMULATION OF A SIMPLIFIED JOB SHOP	MANAGEMENT SCIENCE			English	Article																ACKOFF RL, 1957, INTRO OPERATIONS RES; BELLMAN R, 1954, J SOC IND APPL MATH, V2, P175; BELLMAN R, 1955, RAND P651 CORP REP; COCHRAN WG, 1957, EXPT DESIGNS; DZIELINSKI BP, 1958, SYSTEM RES DEP REPOR; GIFFLER B, 1955, 3RD ANN ORSA M NEW Y; GIFFLER B, 1958, IN PRESS SYSTEM RES; HALD A, 1952, STATISTICAL THEORY E; JACKSON JR, 1957, OPER RES, V5, P518, DOI 10.1287/opre.5.4.518; JACKSON JR, 1954, JOB SHOP SIMULATION; JOHNSON SM, 1953, P402 RAND CORP RAND; MORSE PM, 1958, PUBLICATIONS OPERATI, V1; VANNESS V, 1957, REPORT PROGRAMMING P	13	59	61	0	2	INST OPERATIONS RESEARCH  MANAGEMENT SCIENCES	LINTHICUM HTS	901 ELKRIDGE LANDING RD, STE 400, LINTHICUM HTS, MD 21090-2909	0025-1909			MANAGE SCI	Manage. Sci.		1960	6	3					311	323		10.1287/mnsc.6.3.311				13	Management; Operations Research & Management Science	Business & Economics; Operations Research & Management Science	CKL08	WOS:A1960CKL0800007					2019-01-18	
J	WINTERS, PR				WINTERS, PR			FORECASTING SALES BY EXPONENTIALLY WEIGHTED MOVING AVERAGES	MANAGEMENT SCIENCE			English	Article																Beckenbach E.F., 1956, MODERN MATH ENG; BROWN RG, 1958, STATISTICAL FORECAST; LANCE GN, 1959, J ASS COMPUTING MACH; Magee J.F., 1958, PRODUCTION PLANNING; MUTH JF, IN PRESS J AM STATIS	5	574	586	5	42	INST OPERATIONS RESEARCH  MANAGEMENT SCIENCES	LINTHICUM HTS	901 ELKRIDGE LANDING RD, STE 400, LINTHICUM HTS, MD 21090-2909	0025-1909			MANAGE SCI	Manage. Sci.		1960	6	3					324	342		10.1287/mnsc.6.3.324				19	Management; Operations Research & Management Science	Business & Economics; Operations Research & Management Science	CKL08	WOS:A1960CKL0800008					2019-01-18	
J	KANTOROVICH, LV				KANTOROVICH, LV			MATHEMATICAL-METHODS OF ORGANIZING AND PLANNING PRODUCTION	MANAGEMENT SCIENCE			English	Article																	0	176	193	0	15	INST OPERATIONS RESEARCH  MANAGEMENT SCIENCES	LINTHICUM HTS	901 ELKRIDGE LANDING RD, STE 400, LINTHICUM HTS, MD 21090-2909	0025-1909			MANAGE SCI	Manage. Sci.		1960	6	4					366	422		10.1287/mnsc.6.4.366				57	Management; Operations Research & Management Science	Business & Economics; Operations Research & Management Science	CKL09	WOS:A1960CKL0900002					2019-01-18	
J	VENTURA, E				VENTURA, E			ON THE UTILIZATION OF CONTOUR INTEGRALS IN STOCK AND TERM PROBLEMS	MANAGEMENT SCIENCE			French	Article																	0	0	0	0	1	INST OPERATIONS RESEARCH  MANAGEMENT SCIENCES	LINTHICUM HTS	901 ELKRIDGE LANDING RD, STE 400, LINTHICUM HTS, MD 21090-2909	0025-1909			MANAGE SCI	Manage. Sci.		1960	6	4					423	443		10.1287/mnsc.6.4.423				21	Management; Operations Research & Management Science	Business & Economics; Operations Research & Management Science	CKL09	WOS:A1960CKL0900003					2019-01-18	
J	GEISLER, MA				GEISLER, MA			LOGISTICS RESEARCH AND MANAGEMENT SCIENCE	MANAGEMENT SCIENCE			English	Article																BEAN EE, 1959, RAND RM2451 CORP RES; BERMAN EB, 1955, RAND P647 CORP PAP; BROWN BB, 1956, RAND R292 CORP REP; FERGUSON AR, 1958, RAND RM1962 CORP RES; FORT DM, 1957, RAND RM2062 CORP RES; GEISLER MA, 1958, RAND P1415 CORP PAP; GEISLER MA, 1954, RAND RM1300 CORP RES; GEISLER MA, 1956, RAND RM16391 CORP RE; GEISLER MA, 1956, RAND P860 CORP PAP; GEISLER MA, 1959, RAND P1634 CORP PAP; GEISLER MA, 1959, RAND P1780 CORP PAP; GEISLER MA, 1956, RAND P799 CORP PAP; GOLDMAN TA, 1957, RAND RM1858 CORP RES; HAYTHORN WW, 1959, RAND P1791 CORP PAP; HOOPER J, 1959, RAND P1685 CORP PAP; LEVINE RA, 1958, RAND P1548 CORP PAP; NELSON HW, 1956, RAND RM1754 CORP RES; NISKANEN WA, 1959, RAND P1690 CORP PAP; PETERSEN JW, 1958, RAND RM2085 CORP RES; PETERSEN JW, 1959, RAND RM2365 CORP RES; PETERSEN JW, 1957, RAND RM1867 CORP RES; PETERSEN JW, 1954, RAND RM1392 CORP RES; RAUNER RM, 1958, RAND R323 CORP REP; STEGER WA, 1957, RAND RM1830 CORP RES; STEGER WA, 1958, RAND RM2182 CORP RES; STOLLER DS, 1958, RAND RM2131 CORP RES; STOLLER DS, 1959, RAND P1672 CORP PAP	27	2	2	4	5	INST OPERATIONS RESEARCH  MANAGEMENT SCIENCES	LINTHICUM HTS	901 ELKRIDGE LANDING RD, STE 400, LINTHICUM HTS, MD 21090-2909	0025-1909			MANAGE SCI	Manage. Sci.		1960	6	4					444	454		10.1287/mnsc.6.4.444				11	Management; Operations Research & Management Science	Business & Economics; Operations Research & Management Science	CKL09	WOS:A1960CKL0900004					2019-01-18	
J	SHUBIK, M				SHUBIK, M			GAMES DECISIONS AND INDUSTRIAL-ORGANIZATION	MANAGEMENT SCIENCE			English	Article																Bellman R, 1957, DYNAMIC PROGRAMMING; BENNION EG, 1956, HARVARD BUSINESS REV, P34; CHARNES A, 1954, ECONOMETRICA     OCT; CHARNES A, 1958, P NATIONAL ACADEMY S, V44, P2; ELLSBERG D, 1956, AM EC REV, P46; ESTES WK, 1954, DECISION PROCESS, pCH9; FEENEY GJ, 1960, MULTISTAGE GAME UNCE; FELLER W, 1950, INTRO PROBABILITY TH, pCH14; FLOOD MM, 1954, DECISION PROCESSES, pCH10; FRIEDBERG RM, 1958, IBM J RES DEV, V2, P1; FRIEDBERG RM, 1959, IBM J RES DEV, V3, P3; FRIEDMAN L, 1958, OPERATIONS RES, V6, P5; KUHN H, 1713, ESSAY ANAL JEUX HAZA; LUCE R. D., 1957, GAMES DECISIONS; MCKINSEY JCC, 1952, INTRO THEORY GAMES, pCH2; Morgenstern O, 1953, THEORY GAMES EC BEHA; MURRAY HJR, 1952, HIST BOARD GAMES OTH, pCH4; NASH JF, 1953, ECONOMETRICA, P21; NEWELL A, 1958, IBM JRD, V2, P4; SAMUEL AL, 1959, IBM J RES DEV, V3, P3; SCODEL A, 1959, CONFLICT RESOLUTION, V2, P2; Shapley L. S., 1953, CONTRIBUTIONS THEORY, V2; SHUBIK M, 1955, MANAGEMENT SCI, P2; SHUBIK M, 1958, REV EC STATISTICS, V40, P3; SHUBIK M, 1954, AM POLITICAL SCI REV, P48; SHUBIK M, 1959, STRATEGY MARKET ST 1, pCH10; SHUBIK M, 1959, NAVAL RES LOGISTICS, V6, P2; SIEGEL S, 1960, BARGAINING GROUP DEC; SYMONDS GH, 1955, LINEAR PROGRAMMING S, pCH5; TZU S, ROOTS STRATEGY; VICKREY W, 1959, COUNTERSPECULATION A	31	6	6	0	2	INST OPERATIONS RESEARCH  MANAGEMENT SCIENCES	LINTHICUM HTS	901 ELKRIDGE LANDING RD, STE 400, LINTHICUM HTS, MD 21090-2909	0025-1909			MANAGE SCI	Manage. Sci.		1960	6	4					455	474		10.1287/mnsc.6.4.455				20	Management; Operations Research & Management Science	Business & Economics; Operations Research & Management Science	CKL09	WOS:A1960CKL0900005					2019-01-18	
J	CLARK, AJ; SCARF, H				CLARK, AJ; SCARF, H			OPTIMAL POLICIES FOR A MULTI-ECHELON INVENTORY PROBLEM	MANAGEMENT SCIENCE			English	Article																ARROW KJ, 1958, STUDIES MATH THEORY, pCH10; Clark A. J., 1958, RM2297 RAND CORP; SCARF H, 1960, 1ST P STANF S MATH M	3	739	770	1	37	INST OPERATIONS RESEARCH  MANAGEMENT SCIENCES	LINTHICUM HTS	901 ELKRIDGE LANDING RD, STE 400, LINTHICUM HTS, MD 21090-2909	0025-1909			MANAGE SCI	Manage. Sci.		1960	6	4					475	490		10.1287/mnsc.6.4.475				16	Management; Operations Research & Management Science	Business & Economics; Operations Research & Management Science	CKL09	WOS:A1960CKL0900006					2019-01-18	
J	GLUSS, B				GLUSS, B			COSTS OF INCORRECT DATA IN OPTIMAL INVENTORY COMPUTATIONS	MANAGEMENT SCIENCE			English	Article																BELLMAN R, 1957, DYNAMIC PROGRAMMING, P169; GLUSS B, 1960, NAVAL RES LOGISTICS, V7; LEVY J, 1959, NAV RES LOG QUART, V6, P25; SCARBOROUGH JB, 1955, NUMERICAL MATHEMATIC, P192	4	1	1	0	2	INST OPERATIONS RESEARCH  MANAGEMENT SCIENCES	LINTHICUM HTS	901 ELKRIDGE LANDING RD, STE 400, LINTHICUM HTS, MD 21090-2909	0025-1909			MANAGE SCI	Manage. Sci.		1960	6	4					491	497		10.1287/mnsc.6.4.491				7	Management; Operations Research & Management Science	Business & Economics; Operations Research & Management Science	CKL09	WOS:A1960CKL0900007					2019-01-18	
J	MCNAUGHTON, R				MCNAUGHTON, R			SCHEDULING WITH DEADLINES AND LOSS FUNCTIONS	MANAGEMENT SCIENCE			English	Article																BELLMAN R, 1956, J SOC IND APPL MATH, V4, P168, DOI 10.1137/0104010	1	386	398	1	13	INST OPERATIONS RESEARCH  MANAGEMENT SCIENCES	LINTHICUM HTS	901 ELKRIDGE LANDING RD, STE 400, LINTHICUM HTS, MD 21090-2909	0025-1909			MANAGE SCI	Manage. Sci.		1959	6	1					1	12		10.1287/mnsc.6.1.1				12	Management; Operations Research & Management Science	Business & Economics; Operations Research & Management Science	CKL06	WOS:A1959CKL0600001					2019-01-18	
J	SADOWSKI, W				SADOWSKI, W			A FEW REMARKS ON THE ASSORTMENT PROBLEM	MANAGEMENT SCIENCE			English	Article																Bellman R, 1957, DYNAMIC PROGRAMMING; Bellman R., 1958, Q APPL MATH, V16, P87, DOI 10.1090/qam/102435; HANSSMANN F, 1957, J OPERATIONS RES SOC, V5, P713; NOWINSKI J, 1954, PRZEGLAD STATYZTYCNY, V3, P251	4	37	37	0	2	INST OPERATIONS RESEARCH  MANAGEMENT SCIENCES	LINTHICUM HTS	901 ELKRIDGE LANDING RD, STE 400, LINTHICUM HTS, MD 21090-2909	0025-1909			MANAGE SCI	Manage. Sci.		1959	6	1					13	24		10.1287/mnsc.6.1.13				12	Management; Operations Research & Management Science	Business & Economics; Operations Research & Management Science	CKL06	WOS:A1959CKL0600002					2019-01-18	
J	HELMER, O; RESCHER, N				HELMER, O; RESCHER, N			ON THE EPISTEMOLOGY OF THE INEXACT SCIENCES	MANAGEMENT SCIENCE			English	Article																*AM MAN ASS, 1957, TOP MAN DEC SIM; BELLMAN R, 1957, J OPER RES SOC JPN, V5, P469; CARNAP R, 1950, LOGICAL F PROBABILIT; CHAPMAN RL, 1958, SIMULATION RANDS SYS; CUSHEN WE, 1956, OPERATIONS RES MANAG, V2, P358; GLANVILLE WH, 1955, J OPER RES SOC AM, V3, P283, DOI 10.1287/opre.3.3.283; HARSANYI JC, 1955, ECONOMETRICA, P26; HAYTHORN WW, 1958, SIMULATION RANDS LOG; Hempel CG, 1948, PHILOS SCI, V15, P135, DOI DOI 10.1086/286983; KALISCH G, 1954, DECISION PROCESSES; KAPLAN A, 1950, PUBLIC OPINION Q SPR; KENNEDY JL, 1956, PUBLICATION NAT AC S, V455; MARSHALL A, 1892, PRINCIPLES EC; MEHL PE, 1954, CLIN VS STATISTICAL; MOOD AM, 1954, RAND P579 CORP PAP; RESCHER N, 1958, BRIT J PHILOS SCI, V8, P281; RICCIARDI FM, 1957, AM MANAGEMENT ASS; RICCIARDI FM, 1957, MANAGEMENT REV, P45; Russell B., 1927, ANAL MATTER; SAVAGE LJ, 1952, F STATISTICS; SCHEFFLER I, 1957, BRIT J PHILOS SCI, V7, P293; THOMAS CJ, 1957, J OPERATIONS RES SOC, V5, P1	22	162	163	0	5	INST OPERATIONS RESEARCH  MANAGEMENT SCIENCES	LINTHICUM HTS	901 ELKRIDGE LANDING RD, STE 400, LINTHICUM HTS, MD 21090-2909	0025-1909			MANAGE SCI	Manage. Sci.		1959	6	1					25	52		10.1287/mnsc.6.1.25				28	Management; Operations Research & Management Science	Business & Economics; Operations Research & Management Science	CKL06	WOS:A1959CKL0600003					2019-01-18	
J	DANTZIG, GB				DANTZIG, GB			ON THE STATUS OF MULTISTAGE LINEAR-PROGRAMMING PROBLEMS	MANAGEMENT SCIENCE			English	Article																BEALE EML, 1954, P CAMB PHILOS SOC, V50, P513; BELLMAN R, 1956, MANAGE SCI, V2, P272, DOI 10.1287/mnsc.2.3.272; BELLMAN R, 1954, J OPERATIONS RES SOC, V2; BELLMAN R, 1956, RAND P918 CORP PAP; CAHN AS, 1948, B AM MATH SOC, V54, P1073; Charnes A, 1954, MANAGE SCI, V1, P49, DOI 10.1287/mnsc.1.1.49; CHARNES A, ACTIVITY ANAL PRODUC, P19; CHARNES A, 1955, ONR34 CARN I TECH GR; CHARNES A, 1954, ONR19 CARN I TECH GR; Charnes A., 1954, NAV RES LOG, V1, P301; Dantzig G. B, 1951, ACTIVITY ANAL PRODUC, P359; Dantzig G. B., 1949, ECONOMETRICA, V17; DANTZIG GB, 1956, MANAGE SCI, V2, P131, DOI 10.1287/mnsc.2.2.131; DANTZIG GB, 1954, RAND RM1274 CORP RES; DANTZIG GB, 1956, ANN MATH STUD, V38, P215; DANTZIG GB, 1955, ECONOMETRICA, V23; DANTZIG GB, 1956, ANN MATH STUD, V38, P171; Dantzig GB, 1955, ECONOMETRICA, V23, P295, DOI 10.2307/1910385; DREYFUS SE, 1956, RAND P932 CORP PAP; FORD LR, 1956, MANAGE SCI, V3, P24, DOI 10.1287/mnsc.3.1.24; FORD LR, 1956, RAND P967 CORP PAP; FORD LR, 1956, CAN J MATH, V8, P399, DOI DOI 10.4153/CJM-1956-045-5; Hitchcock F.L., 1941, Journal of Mathematics and Physics, V20, P224; JUNCOSA ML, 1956, MANAG SCI, V3, P33; Koopmans T. C., 1951, ACTIVITY ANAL PRODUC, P222; KOOPMANS TC, 1951, ACTIVITY ANAL PRODUC, P147; LEMKE CE, 1954, NAVAL RES LOGIST Q, V1; MANNE AS, 1956, RAND RM1612 CORP RES; MARKOWITZ H, 1955, RAND RM1452 CORP RES; ORCHARDHAYS W, 1954, RAND RM1275 CORP RES; ORDEN A, 1956, MANAGE SCI, V2, P276, DOI 10.1287/mnsc.2.3.276; PRAGER W, 1956, IBM18 BROWN U REP	32	17	17	0	2	INST OPERATIONS RESEARCH  MANAGEMENT SCIENCES	LINTHICUM HTS	901 ELKRIDGE LANDING RD, STE 400, LINTHICUM HTS, MD 21090-2909	0025-1909			MANAGE SCI	Manage. Sci.		1959	6	1					53	72		10.1287/mnsc.6.1.53				20	Management; Operations Research & Management Science	Business & Economics; Operations Research & Management Science	CKL06	WOS:A1959CKL0600004					2019-01-18	
J	CHARNES, A; COOPER, WW				CHARNES, A; COOPER, WW			CHANCE-CONSTRAINED PROGRAMMING	MANAGEMENT SCIENCE			English	Article																BEALE EML, 1958, 19 PRINC U DEP MATH; CHARNES A, 1958, MANAGEMENT SCI, V4; GNEDENKO BW, 1957, LEHRBUCH WAHRSCHEINL; GOMORY R, 1958, SUM AM MATH SOC M	4	1276	1361	4	42	INST OPERATIONS RESEARCH  MANAGEMENT SCIENCES	LINTHICUM HTS	901 ELKRIDGE LANDING RD, STE 400, LINTHICUM HTS, MD 21090-2909	0025-1909			MANAGE SCI	Manage. Sci.		1959	6	1					73	79		10.1287/mnsc.6.1.73				7	Management; Operations Research & Management Science	Business & Economics; Operations Research & Management Science	CKL06	WOS:A1959CKL0600005					2019-01-18	
J	DANTZIG, GB; RAMSER, JH				DANTZIG, GB; RAMSER, JH			THE TRUCK DISPATCHING PROBLEM	MANAGEMENT SCIENCE			English	Article																DANTZIG G, 1954, J OPER RES SOC AM, V2, P393, DOI 10.1287/opre.2.4.393; Dantzig GB, 1951, COWLES COMMISSION MO, V13; DANTZIG GB, 1957, J OPERATIONS RES, V5, P266; Flood M. M., 1955, J OPERATIONS RES SOC, V4, P61; GOMORY R, 1958, B AM MATH SOC   0423	5	1182	1335	7	72	INST OPERATIONS RESEARCH  MANAGEMENT SCIENCES	LINTHICUM HTS	901 ELKRIDGE LANDING RD, STE 400, LINTHICUM HTS, MD 21090-2909	0025-1909			MANAGE SCI	Manage. Sci.		1959	6	1					80	91		10.1287/mnsc.6.1.80				12	Management; Operations Research & Management Science	Business & Economics; Operations Research & Management Science	CKL06	WOS:A1959CKL0600006					2019-01-18	
